Name,Membership,Category,Description,Address,Phone
 PT. Karunia Liftindo Perkasa,Tidak Ada,Alat Pengangkat (3659),"  Profil Perusahaan  K-LIFTINDO adalah perusahaan jasa sewa forklift yang sudah berdiri sejak th.2013, K-LIFTINDO sudah memiliki forklift yang tersebar di beberapa provinsi di Indonesia, seperti ; Medan, Palembang, Lampung, Cilegon, Serang, Jakarta, Bogor, Bekasi, Bandung, Surabaya dan Bali. K-LIFTINDO berpusat di Jl. Raya Penggilingan No.5 B/C, Cakung, Jakarta Timur. K-LIFTINDO memiliki tenaga kerja berpengalama dibidangnya masing-masing dan bertanggung jawab. K-LIFTINDO memiliki forklift berbagai jenis, seperti; diesel forklift, elpiji forklift, electric c.balance forklift, electric reach truck forklift dengan berbagai merek, seperti; Mitsubishi, Caterpillar, Toyota, TCM dan Yale dan semua product Jepang ","Jl. Raya Penggilingan No 5 B/C RT.12/11 Penggilingan Cakung, Jakarta, Jakarta Timur, DKI Jakarta, Indonesia",
 CV. Rejeki agung,Tidak Ada,Alat Pengangkat (3659),"  Profil Perusahaan  CV.Rejeki Agung bergerak di bidang produksi dan distributor timbangan elektronik dan mekanik
kami memiliki tenaga ahli untuk mendukung after sales service kami
kami menjual solusi untuk kebutuhan menimbang  di semua lini usaha
produk dengan kualitas terjamin dan dilnegkapi garansi selama 12 bulan
bermitra dengan kami yang terpercaya,jujur dan amanah ","Puri Anjasmoro Blok C3 nomor 7, Semarang, Jawa Tengah, Indonesia",
 PT. Yanee Sukses Bersama,Gold Member,Alat Penggali (203),"  Profil Perusahaan  PT Yanee Sukses Bersama bergerak dalam bidang persewaan Alat Berat , khususnya alat berat mini (Mini Excavator) dan berdomisili di Surabaya, Jawa Timur. Di luar mini excavator, juga ada unit alat berat lainnya, dozer, loader, vibro / compactor, crane, dan dump truck. PT Yanee Sukses Bersama memiliki motto untuk meningkatkan produktifitas customer nya dan meningkatkan tarah hidup bersama. Customer PT Yanee akan disupport penuh untuk bisa memperoleh keuntungan yang maksimal dan bisa menggunakan alat berat yang dipakai sebaik mungkin.Customer service adalah suatu jaminan perusahaan yang tidak terpisahkan dengan operasional PT Yanee. Hubungi PT Yanee, maka tim survey kami akan mengunjungi anda untuk melihat unit apa yang paling baik.Unit dalam tim Yanee meliputi:  Excavator Komatsu PC40, PC50, PC60, PC75, PC78, PC100, PC200-7, PC200-8, Hitachi EX-100,  Dozer Komatsu D31, Vibro/ Compactor Dynapac CA250, Hamm Sheep Foot / Pad Food 310D, Ingersoll Rand SD70, Mini Vibro Sakai SV70, Terex Backhoe Loader / Bego Loader 820, Crane Roughter Kato / Tadano KR25 25 ton ","Plaza Graha Family Blok C 49 Pradah Kalikendal, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",+62 818-0333-8800
 Berkah Sentosa,Gold Member,Alat Penggali (203),"  Profil Perusahaan  Berkah Sentosa merupakan sebuah perusahaan retail yang bergerak dalam penjualan alat berat bekas dengan kualitas terbaik. 
Berkah Sentosa memiliki motto untuk meningkatkan produktifitas customer nya dan meningkatkan tarah hidup bersama. Customer Berkah Sentosa akan disupport penuh untuk bisa memperoleh keuntungan yang maksimal dan bisa menggunakan alat berat yang dipakai sebaik mungkin. Customer service adalah suatu jaminan perusahaan yang tidak terpisahkan dengan operasional PT Yanee. Hubungi Berkah Sentosa, maka tim survey kami akan mengunjungi anda.
Kami Menjual : Rental, Excavator, Alat Berat, Bulldozer, Loader, Dump Truck
Silahkan hubungi kami untuk info detail. ","Jl. Letjen Suprapto 175, Bondowoso, Jawa Timur, Bondowoso, Jawa Timur, Indonesia",+62 813-3360-1881
 PT. Albert Global Teknik,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  PT. Albert Global Teknik adalah sebuah perusahaan yang bergerak dalam bidang sewa alat berat. Kami berlokasi di Krian, Sidoarjo. Produk kami sudah teruji kualitas dan keunggulannya sehingga bisa diandalkan untuk industri Anda.
Kami melayani sewa alat berat di dalam pulau jawa dan di luar pulau jawa (NTT dan NTB). ","Jl. Raya Kemasan No 7 Sidoarjo, Jawa Timur, Sidoarjo, Jawa Timur, Indonesia",
 PT. Gemilang Prima Utama,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  Gemilang Prima Utama adalah perusahaan terdaftar yang berdiri sejak tahun 2008 didukung tenaga kerja yang berdedikasi dan berpengalaman dalam konsultasi dan aplikasi pengeboran & peledakan.Sejak didirikan PT. Gemilang Prima Utama telah menunjukkan kemampuannya dalam melaksanakan berbagai proyek, mulai dari proyek – proyek berskala kecil sampai dengan proyek – proyek berskala besar. Hal ini terbukti sampai saat ini kami tetap bisa menjaga hubungan bisnis dengan pelanggan – pelanggang yang masih menggunakan jasa PT. Gemilang Prima Utama.Seiring waktu berjalan, kegiatan usaha kami terintegrasi dengan;Pemasaran Peralatan Pengeboran dan Peledakan
Penyewaan Peralatan Pengeboran
Pemasaran Alat Berat
Penyewaan Alat Berat
Pelayanan Jasa cut and fill ","Kp.Babakan madang Rt.005 Rw006
Gg.Menteng Cijayanti.Babakan madang.kab.bogor, Bogor, Bogor, Indonesia",
 CV. Artha Kharisma,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  Kami adalah sebuah perusahaan yang bergerak di bidang jasa rental alat berat seperti Excavator, Bulldozer, Grader, Loader, Truck, Vibro, Crane, dan masih banyak lainnya.
Kami juga melayani jual beli, alat berat yang kami sediakan dalam keadaan sehat dan siap untuk digunakan.
Kami memiliki berbagai tipe dan merk seperti Komatsu, Kobelco, Hitachi, Caterpillar, dan masih banyak yang lainnya. ","Jl. Sidotopo Kidul No.61, Sidotopo, Kec. Semampir, Kota SBY, Jawa Timur 60152, Surabaya, Jawa Timur, Indonesia",
 PT Dayamitra Alber Perkasa,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  Salah satu Perusahaan Penyedia Alat Berat Used dengan berbagai jenis dan merk, yang didukung tenaga yang handal dalam rekondisi dan perbaikan, untuk memberikan ketersediaan alat berat yang berkualitas. ","Jln. Marunda makmur kapling 2, jakarta utara., Jakarta Utara, DKI Jakarta, Indonesia",
 PT Sumber Berkah Akbar Perkasa,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  PT. Sumber Berkah Akbar Perkasa adalah Perusahaan kontraktor umum (General Contractor) bergerak di bidang : Architecture, Civil Construction, Mechanical and Electrical, Steel Fabrication, Cargo And Project Transportation.
PT Sumber Berkah Akbar Perkasa selain menyediakan jasa kontraktor bangunan, juga memproduksi material bangunan yang dikelola dengan baik dari tambang di Desa Glagah, Kab Banyuwangi.
Produk yang kami jual yaitu batu, pasir, batako, paving, dll. Kami juga menyediakan jasa alat berat excavator yang berkualitas dan memenuhi segala kebutuhan yang diperlukan dalam proyek. ","Jl. Raya Lijen, Krajan, Paspan, Glagah, Kabupaten Banyuwangi, Jawa Timur 68432, Banyuwangi, Jawa Timur, Indonesia",
 PT Batu Gordang Satria,Tidak Ada,Alat Penggali (203),  Profil Perusahaan  Perusahaan yang menyewakan alat berat Khusus untuk Excavator ,"Jln. Pagelarang Gg Swadaya No. 39 Lubang Buaya. Jakarta Timur., Jakarta Timur, DKI Jakarta, Indonesia",
 CV. Asa Noor Arofah,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  CV. Asa Noor Arofah adalah adalah salah satu dari beberapa perusahaan yang bergerak di bidang penjualan mesin dan alat berat impor Jepang rekondisi yang terletak di kota Semarang dikarenakan kota ini termasuk salah satu dari tiga kota di Jawa yang memiliki pelabuhan internasional sehingga menjadi salah satu kota yang memiliki potensi besar dalam bisnis impor mesin dan alat berat. Unit yang dijual oleh perusahaan ini berupa alat berat dan mesin yang biasa digunakan untuk pekerjaan jalan, pembangunan perumahan, pengurukan tanah seperti excavator, bulldozer, vibratory roller, wheel loader, asphalt finisher, crane, dan lain sebagainya. ","Jl. Simongan No. 69 Semarang, Semarang, Jawa Tengah, Indonesia",
 PT. Bintang Utama Abadi,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  Perusahaan Bintang Utama Abadi sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di Mutiara Taman Palem Blok A-11 No. 11, Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia. Perusahaan ini menjual Bahan Kimia ","Mutiara Taman Palem Blok A-11 No. 11, Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Tripan Basarindo Sejahtera,Tidak Ada,Alat Penggali (203),"  Profil Perusahaan  General Trading, Service and Contractor ","Perum Metland Cileungsi DC1 No. 19, Bogor, Bogor, Indonesia",
 CV POWERINDO CIPTA ENERGY,Tidak Ada,Dongkrak (278),"  Profil Perusahaan  CV.POWERINDO CIPTA ENERGYPerkenalkan perusahaan kami adalah Perusahaan yang bergerak di bidang Pengadaan ALat-alat teknik Industry , Adapun alat-alat teknik yang kami Supply adalah sebagai berikut yaitu :1 . Electric Oil Pump2 . Oil Flow Meter3 . Water Meter4 . Gas Flow Meter5 . Mesin Las6 . Electric Magnetic Drill7 . Air Compressor8 . Diesel EngineDan untuk Kwalitas kami sangat mengerti kebutuhan Custumer Custumer kami untuk memilik Merk Merk yang berkwalitas yang terbaik.Untuk selengkapnya silahkan Hubungi kami melalui Emailatau Hubungi langsung Contac Person kami. ","Gedung Harmoni Kota Lantai Dasar Block C3 No 6-8 Jln Raya Merdeka No 53 Tangerang Kota Banten Indonesia , Kab. Tangerang, Banten, Indonesia",
 PT. Hengtraco Protecsindo,Tidak Ada,Dongkrak (278),"  Profil Perusahaan  PT. Hengtraco Protecsindo adalah sebuah perusahaan yang bergerak dalam bidang industri chain hoist, mesin Pompa Gemuk, dongkrak dan lainnya. Kami berlokasi di Jakarta Pusat. Produk kami memiliki mutu yang unggul sehingga bisa diandalkan untuk masa pakai yang lama. ","Jl P Jayakarta no.93 BC Jakarta Pusat, Jakarta Pusat, DKI Jakarta, Indonesia",
 PT. Bayu Sumber Abadi,Platinum Member,Lift (770),"  Profil Perusahaan  PT. Bayu Sumber Abadi (BSA ) adalah Kontraktor penyedia Elevator, Travelator, Eskalator. Jasa kami meliputi Pengadaan , Pemasangan , Maintenance dan Service.
BSA juga telah memiliki Ijin Instalasi Elevator dan Eskalator dari Kementrian Ketenaga Kerjaan. Untuk Produk, PT. BSA juga telah memiliki sejumlah sertifikat ISO yaitu : ISO 18001 , ISO 14001 , ISO 9001 serta EN81 yang merupakan sertifikat standar produk Eropa.
Beberapa Produk Kami :
- Passenger elevator
- Passenger elevator observation
- Dumbwaiter elevator
- Hospital elevator
- Eskalator
- Travelator
Sejumlah Perusahaan, Hotel, Rumah Sakit telah mempercayakan kebutuhan Lift / Eskalator / Dumb Waiter kepada BSA. ","Pergudangan AJBS, JL. Manukan Kulon No.60 Blok E 3. Tandes, Manukan Kulon, Surabaya, Surabaya, Jawa Timur, Indonesia",+62 812-5944-4611
 Toko Gunindo Sumber Sarana,Gold Member,Lift (770),"  Profil Perusahaan  CV. Gunindo Sumber Sarana bergerak di bidang penyediaan barang-barang kebutuhan Industri, Gedung, Migas, dll.
Dimana barang yang kami tawarkan adalah sebagai berikut:
* Packing Gasket
* Polymer (Teflon, Nylon, Acrylic, PU, dll)
* Valves Merk: Gestra, Ebro Armaturen, Ari Armaturen, Zetkama
* Material Handling Merk: Nitchi Hoist, OPK Hand Pallet
* Alat Ukur Listrik Merk: Fluke, Sanwa, Hioki, Kyoritsu
* Glow In The dark safety ","Lindeteves Trade Center Lt.2 blok B 11 no 8  Jl. hayam wuruk no .127, Jakarta Barat, DKI Jakarta, Indonesia",+62 877-8899-7095
 PT. TOP,Gold Member,Lift (770),"  Profil Perusahaan  HOTLINE
021 - 29860546 (Direct Marketing)
021 - 29860545 (HUNTING)
081919802323 (What Apps)PT Hasta Karya Ananta (HKA) merupakan perusahaan distributor alat material handling dan konstruksi, dengan merk HELI, MANTALL, dan KH INDONESIA, berlokasi di JAKARTA (Kota TANGERANG  dan CIKARANG BEKASI) serta SURABAYA.Layanan HKA meliputi: sales/ JUAL, purna jual/ GARANSI unit, rental/ SEWA, SERVICE, spare parts, tukar tambah/ tradein, bahkan modifikasi.Produk yang kami jual yaitu:
FORKLIFT ( forklift diesel/ solar, forklift battery/ elektrik, forklift gasoline/ bensin, dan forklift LPG) Heli
MAN LIFT/ TANGGA ELEKTRIK ( SCISSOR LIFT, articulating boom lift, telescopic boom lift, aerial work platforms ) Mantall
WHEEL LOADER ( ZL16F, ZL18F, ZL20F, ZL30F, ZL35F, ZL36F, ZL50F, HL933 ) Heli dan KH
Skylift ( snake, scorpion, octopus, eagle ) OilSteel
REACH TRUCK ( reach truck stand up dan reach truck seat down) Heli
Hand lift/ STACKER ( stacker full elektrik, stacker semi elektrik, dan stacker manual dengan tipe Narrow, Wide legs, Reach Stacker, dan Counter Balance ) Heli
HAND PALLET TRUCK ( full elektrik/ PALLET MOVER dan Manual/ Hand Truck ) Heli
Towing Tractor ( diesel dan battery) Heli
Drum Equipment ( drum handler, drum porter, dan drum gripper)Khusus untuk tukar tambah untuk produk FORKLIFT, SCISSOR LIFT, WHEEL LOADER, skylift, REACH TRUCK, STACKER, dan TOWING TRACTOR BARU kami dengan :
FORKLIFT BEKAS brand Toyota, Komatsu, Mitsubishi, Caterpillar, TCM
SCISSOR LIFT BEKAS merk Genie, JLG, Dingli
WHEEL LOADER BEKAS Komatsu, Caterpillar, Lonking
Skylift Bekas Palazani, Socage
REACH TRUCK BEKAS BT, Linde, Crown
STACKER BEKAS Krisbow, Jungheinrich
TOWING TRACTOR BEKAS Toyota, PatriaProduk kami berkualitas, harga kompetitif dan murah, dengan garansi 2 tahun*. Alasan kenapa kami berani garansi 2 tahun? Karena kami yakin terhadap kualitas produk kami, yang kami uji minimal melalui layanan rental/ sewa (forklift scissor lift dll), dimana konsekuensi dari rental/ sewa (forklift scissor lift dll) yaitu (1) medan/ lokasi yang berbeda, (2) operator (forklift scissorlift dll) yang berbeda, dan (3) self belonging operator (forklift scissor lift dll) yang kurang; dibanding jika milik sendiri.Kantor kami :
PT HASTA KARYA ANANTA
Jl Benteng Betawi No 38 Taman Royal, Tanah Tinggi, Kota Tangerang, Banten, 15119Detail info
081919802323 (WA Only) / Telp. 081384494239
hasta.karya16@gmail.com
www.liftertop.com ","Jl. Benteng Betawi No 38, Taman Royal, Tanah Tinggi, Kota Tangerang, Banten, Kota Tangerang, Banten, Indonesia",
 PT. Anugerah Makmur Andalan,Gold Member,Lift (770),"  Profil Perusahaan  PT. Anugrah Makmur Andalan adalah perusahaan yang bergerak di bidang konstruksi untuk produk dan jasa elevator, eskalator dan lift. Kami berlokasi di  Villa Dago Toll Blok I-1 No. 12, Sarua, Tengerang Selatan. Produk kami sudah teruji kualitas dan keunggulannya sehingga dapat diandalakan untuk Industri Anda.
Didukung dengan peralatan yang canggih serta tenaga kerja yang mumpuni dan berpengalaman, menjadikan kami tetap nomor satu dalam bidang ini. Mutu dan kualitas menjadi prioritas utama bagi kami, sehingga Anda tidak perlu ragu untuk mempercayai kami sebagai suplier dan jasa kontraktor untuk industri Anda. ","Villa Dago Toll Blok I-1 No. 12, Sarua, Tengerang Selatan, Kab. Tangerang, Banten, Indonesia",+62 812-2902-9009
 PT Deltalift Jaya Sentosa,Gold Member,Lift (770),"  Profil Perusahaan  Perusahaan kami bergerak di bidang pengadaan dan pemasangan unit baru : Lift, Elevator, Escalator, Moving walk, Dumbwaiter. Merk : Fuji SL, Delta, Mitsubishi Shanghai
Melayani : Maintenance berkala, repair, Modernisasi / up grade ","Jl. Lingkar Timur KM 5.5, Komplek Pergudangan SIRIE Blok D10-D11, Rangkahkidul, Kec. Sidoarjo, Kab. Sidoarjo, Prov. Jawa Timur, Indonesia, Sidoarjo, Jawa Timur, Indonesia",+62 813-3271-0123
 PT Surya Teknik Abadi,Gold Member,Lift (770),"  Profil Perusahaan  PT.Surya Teknik Abadi selaku perusahaan yang bergerak dibidang Importir dan Distributor Material Handling Equipment (MHE) / alat-alat angkat beban berat merk CARLIFT,yang telah berpengalaman puluhan tahun dibidangnya.Untuk semua produk yang kami jual bergaransi resmi dari PT.Surya Teknik Abadi selama 1 tahun.
Armada pengiriman dari PT.Surya Teknik Abadi langsung mengirim ke tempat tujuan pengiriman,kami juga menjamin atas ketersediaan spart part resmi dari produk PT.Surya Teknik Abadi.
PT.Surya Teknik Abadi juga memiliki team teknisi yang handal dibidangnya dan bersedia servis di tempat. ","Jl. Marsekal Surya Dharma, Selapajang Jaya, Neglasari Pergudangan Acropolis Technopark Blok WH-CS No. 32, Kota Tangerang, Banten, Indonesia",+62 812-1051-7771
 PT. Panda Alam Asia,Tidak Ada,Mesin Pemadat Tanah (389),"  Profil Perusahaan  PT. Panda Alam Asia (PTPAA), memulai bisnis kemitraan dalam layanan perdagangan untuk industri di 2016. PTPAA, berbasis di Indonesia, didirikan pada tahun 2016. PTPAA akan menjadi mitra terpercaya dalam memberikan suku cadang untuk semua jenis mesin; Kecil, Menengah, Besar. Perusahaan juga bisa mencari bantuan kami dalam menjaga dan melayani mesin.
Kami juga menyediakan sumber daya alam (ALAM) seperti pasir, kerikil, batu kapur. PTPAA menyediakan layanan pemasaran untuk perusahaan pertambangan yang memiliki kesulitan dalam memasarkan produknya. Dengan koneksi yang luas dan profesionalisme, kita kemudian akan memasarkan produk untuk memenuhi kebutuhan pemasok dan pelanggan. ","Grand Slipi Tower Lt.42 JL. S.Parman Kav 22-24, Slipi Jakarta Barat 11620, Jakarta Barat, DKI Jakarta, Indonesia",
 PT Indonesia Heavy Equipment ( Indoquip),Tidak Ada,Mesin Pemadat Tanah (389),"  Profil Perusahaan  Perusahaan PT Indonesia Heavy Equipment ( Indoquip) sudah terdaftar sebagai Verified Supplier di Indotrading.com. Beralamat di Jl. Peta Barat No. 38 Kalideres - Rawa Bokor
Jakarta Barat 11840 Indonesia, DKI Jakarta, DKI Jakarta, Indonesia. Perusahaan ini menjual Alat Berat ","Jl. Peta Barat No. 38 Kalideres - Rawa Bokor Jakarta Barat 11840 Indonesia, Jakarta Barat, DKI Jakarta, Indonesia",
 PT  Andalan Dinamika Konstrukindo,Tidak Ada,Mesin Pemadat Tanah (389),"  Profil Perusahaan  PT. Andalan Dinamika Konstrukindo (ADK) merupakan importir peralatan konstruksi berskala kecil hingga menengah,
untuk menanggapi perkembangan ekonomi nasional yang begitu pesat dalam satu dekade terakhir ini, khususnya dibidang pembangunan infrastruktur, properti dan perumahan maka kami bertekad untuk ikut berperan aktif dalam meraih peluang bisnis ini, dan berkontribusi secara sinergi dalam pembangunan di Indonesia. ADK didirikan pada tanggal 25 Agustus 2008, berlokasi diwilayah Kembangan Jakarta Barat. Dengan komitmen untuk menjadi perusahaan yang terdepan dengan kinerja terbaik dalam peralatan industri dan bangunan di Indonesia. ADK melangkah untuk memenuhi kebutuhan pembangunan di Indonesia dengan menyediakan berbagai peralatan konstruksi dengan harga yang bersaing dan berkualitas. Visi 
""Menjadi perusahaan dagang alat-alat konstruksi yang terpercaya dan terbaik""Misi 
""Memberikan beragam variasi produk dengan kualitas yang baik""
""Memberikan kepuasan pelanggan secara maksimal""
""Meningkatkan profesionalisme untuk memajukan perusahaan""Official Brand
Dynamic, GUTE, EVERYDAY, ENAR, FURD, JIAHE ","Ruko Taman Meruya Plaza II Blok C No 5, Taman Meruya Ilir, Jakarta Barat, DKI Jakarta, Indonesia",
 CV. Gerbang Mas Teknik,Tidak Ada,Mesin Pemadat Tanah (389),"  Profil Perusahaan  CV. GERBANG MAS - Jakarta Indonesia.Kami adalah distributor yang menjual alat2 mesin konstruksi seperti : Concrete Vibrator Electric High Frequency, Internal Concrete Vibrator, Pneumatic Concrete Vibrator, External Vibrator , Concrete Cutter, Concrete Machinery : Menjual alat2 / mesin konstruksi seperti : Air Compressor | Asphalt & Concrete Cutter | Bar Bender | Bar Cutter | Bucket Cor | Concrete Vibrator Electric High Frequency Mesin Vibrator | Shaft/Selang Vibrator | Pneumatic Concrete Internal Vibrator | Converter Vibrator | Shaft /Selang Vibrator | Pneumatic External Vibrator | Electric External Vibrator | Wet Screed | Truss Screed | Gasoline Jack Hammer | Railway Machine | Power Trowel | Water Pump | Floor Saw | Pile Cutter | Vibratory Road Roller | Baby Roller | Plate Compactors Tamping Rammer [STAMPER]. ","Ruko Pasar Bersih B1 no.3 Cengkareng, Kota Jakarta Barat, DKI Jakarta , Jakarta Barat, DKI Jakarta, Indonesia",
